Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Modeled Rate (Regression Line),Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2015,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,11.2243,6.3977,18.372,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2015,12.3033,7.0128,20.0218,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2015,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2015,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Delay-adjusted Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2015,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2015,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Delay-adjusted Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2015,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2017,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2000,-,-,-,-,2000-2017,-,-,-,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2001,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2002,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2003,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2004,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2005,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2006,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2007,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2008,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2009,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2010,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2011,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2012,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2013,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2014,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2015,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2016,-,-,-,-,,,,,
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Delay-adjusted Rates,2017,-,-,-,-,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2000,9.6989,8.5418,10.9616,9.7399,2000-2017,0.1978,-0.3203,0.7186,Stable
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2001,10.3277,9.1634,11.5922,9.7592,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2002,9.436,8.3678,10.5977,9.7785,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2003,9.9702,8.9,11.1293,9.7978,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2004,10.3027,9.1922,11.5034,9.8172,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2005,9.1046,8.1195,10.1722,9.8366,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2006,9.3014,8.3104,10.3731,9.8561,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2007,9.3033,8.3294,10.3551,9.8756,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2008,9.5596,8.603,10.59,9.8951,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2009,10.2417,9.2667,11.2878,9.9147,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2010,10.1266,9.1623,11.1607,9.9343,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2011,10.8558,9.8882,11.8896,9.9539,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2012,10.4664,9.5476,11.4477,9.9736,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2013,9.3522,8.5027,10.2619,9.9933,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2014,10.5351,9.6458,11.4826,10.0131,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2015,9.5498,8.7298,10.4248,10.0329,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2016,10.3307,9.49,11.2248,10.0528,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2017,9.6727,8.8739,10.5232,10.0726,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2000,9.6989,8.5418,10.9616,9.4663,2000-2017,0.8119,0.2812,1.3455,Trend is Rising
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2001,10.3277,9.1634,11.5922,9.5431,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2002,9.436,8.3678,10.5977,9.6206,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2003,9.9702,8.9,11.1293,9.6987,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2004,10.3027,9.1922,11.5034,9.7775,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2005,9.1046,8.1195,10.1722,9.8569,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2006,9.3014,8.3104,10.3731,9.9369,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2007,9.3033,8.3294,10.3551,10.0176,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2008,9.5596,8.603,10.59,10.0989,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2009,10.3215,9.3388,11.3758,10.1809,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2010,10.2912,9.311,11.3421,10.2636,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2011,11.1183,10.127,12.1768,10.3469,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2012,10.8141,9.8645,11.8275,10.4309,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2013,9.73,8.8456,10.6762,10.5156,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2014,11.0551,10.1216,12.0486,10.601,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2015,10.1627,9.2894,11.0936,10.6871,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2016,11.2186,10.3047,12.1889,10.7738,,,,,
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2017,10.8709,9.9715,11.8263,10.8613,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,3.7353,3.0781,4.4909,4.0685,2000-2017,0.4258,-0.1398,0.9947,Stable
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,3.9775,3.3029,4.748,4.0858,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,4.1267,3.4497,4.8968,4.1032,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,4.7284,4.0116,5.5354,4.1207,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,3.8909,3.2479,4.6229,4.1382,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,4.5162,3.8302,5.2889,4.1558,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,4.0036,3.3671,4.7249,4.1735,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,4.2276,3.5794,4.9587,4.1913,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,4.0117,3.385,4.72,4.2091,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,4.4544,3.7965,5.1926,4.2271,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,3.926,3.3189,4.6116,4.2451,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,4.1073,3.4893,4.8028,4.2631,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,4.5003,3.8587,5.2178,4.2813,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,4.1444,3.533,4.8306,4.2995,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,4.2489,3.6367,4.9344,4.3178,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,4.3873,3.7703,5.0761,4.3362,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,4.436,3.8189,5.124,4.3547,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,4.395,3.7899,5.0693,4.3732,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2000,3.7353,3.0781,4.4909,3.9915,2000-2017,0.858,0.2685,1.4511,Trend is Rising
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2001,3.9775,3.3029,4.748,4.0257,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2002,4.1267,3.4497,4.8968,4.0603,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2003,4.7284,4.0116,5.5354,4.0951,,,,,
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2004,3.8909,3.2479,4.6229,4.1303,,,,,
